#Data from 2015-3-20 at 14:33:2
Timestamp,SiPM,PeakDetector
706693485.0,0.00322265625,3.29677734375
706693503.0,0.00322265625,3.29677734375
706693524.0,0.00322265625,3.29677734375
706693541.0,0.00322265625,3.29677734375
706693558.0,0.00322265625,3.29677734375
706693576.0,0.00322265625,3.29677734375
706693593.0,0.00322265625,3.29677734375
706693610.0,0.00322265625,3.29677734375
706693629.0,0.00322265625,3.29677734375
706693647.0,0.00322265625,3.29677734375
706693667.0,0.00322265625,3.29677734375
706693684.0,0.00322265625,3.29677734375
706693702.0,0.00322265625,3.29677734375
706693719.0,0.00322265625,3.29677734375
706693736.0,0.00322265625,3.29677734375
706693753.0,0.00322265625,3.29677734375
706693772.0,0.00322265625,3.29677734375
706693790.0,0.00322265625,3.29677734375
706693807.0,0.00322265625,3.29677734375
706693825.0,0.00322265625,3.29677734375
706693842.0,0.00322265625,3.29677734375
706693859.0,0.00322265625,3.29677734375
706693876.0,0.00322265625,3.29677734375
706693894.0,0.00322265625,3.29677734375
706693912.0,0.00322265625,3.29677734375
706693931.0,0.00322265625,3.29677734375
706693948.0,0.00322265625,3.29677734375
706693966.0,0.00322265625,3.29677734375
706693983.0,0.00322265625,3.29677734375
706694001.0,0.00322265625,3.29677734375
706694018.0,0.00322265625,3.29677734375
706694035.0,0.00322265625,3.29677734375
706694054.0,0.00322265625,3.29677734375
706694072.0,0.00322265625,3.29677734375
706694089.0,0.00322265625,3.29677734375
706694107.0,0.00322265625,3.29677734375
706694124.0,0.00322265625,3.29677734375
706694141.0,0.00322265625,3.29677734375
706694159.0,0.00322265625,3.29677734375
706694176.0,0.00322265625,3.29677734375
706694194.0,0.00322265625,3.29677734375
706694213.0,0.00322265625,3.29677734375
706694230.0,0.00322265625,3.29677734375
706694248.0,0.00322265625,3.29677734375
706694265.0,0.00322265625,3.29677734375
706694282.0,0.00322265625,3.29677734375
706694299.0,0.00322265625,3.29677734375
706694317.0,0.00322265625,3.29677734375
706694335.0,0.00322265625,3.29677734375
706694354.0,0.00322265625,3.29677734375
706694371.0,0.00322265625,3.29677734375
706694388.0,0.00322265625,3.29677734375
706694406.0,0.00322265625,3.29677734375
706694423.0,0.00322265625,3.29677734375
706694440.0,0.00322265625,3.29677734375
706694457.0,0.00322265625,3.29677734375
706694476.0,0.00322265625,3.29677734375
706694495.0,0.00322265625,3.29677734375
706694512.0,0.00322265625,3.29677734375
706694529.0,0.00322265625,3.29677734375
706694547.0,0.00322265625,3.29677734375
706694564.0,0.00322265625,3.29677734375
706694581.0,0.00322265625,3.29677734375
706694598.0,0.00322265625,3.29677734375
706694617.0,0.00322265625,3.29677734375
706694636.0,0.00322265625,3.29677734375
706694653.0,0.00322265625,3.29677734375
706694671.0,0.00322265625,3.29677734375
706694688.0,0.00322265625,3.29677734375
706694705.0,0.00322265625,3.29677734375
706694723.0,0.00322265625,3.29677734375
706694740.0,0.00322265625,3.29677734375
